"June 12, 1942
","12 czerwca 1942
"
"asking Father's permission
","prosząc Ojca o pozwolenie
"
"I swerve slightly on my bike, my schoolbag falls, and the young man feels obliged to get off his bike and hand me the bag, by which time I've switched the conversation to another topic
","Lekko skręcam na rowerze, tornister spada, a młody człowiek czuje się zobowiązany zejść z roweru i wręczyć mi torbę, po czym przestawiłem rozmowę na inny temat
"
"These are the most innocent types
","To są najbardziej niewinne typy
"
"Of course, there are those who blow you kisses or try to take
","Oczywiście są tacy, którzy przesyłają ci całusy lub próbują je brać
"
"hold of your arm, but they're definitely knocking on the wrong door
","trzymaj się za ramię, ale na pewno pukają do niewłaściwych drzwi
"
"I get off my bike and either refuse to make further use of their company or act as if I'm insulted and tell them in no uncertain terms to go on home without me
","Zsiadam z roweru i albo odmawiam dalszego korzystania z ich firmy, albo zachowuję się, jakbym poczuł się urażony i mówię im, żeby bez mnie wracali do domu
"
"There you are
","Tutaj jesteś
"
"We've now laid the basis for our friendship
","Położyliśmy teraz podwaliny pod naszą przyjaźń
"
"Until tomorrow
","Do jutra
"
"Yours, Anne
","Pozdrawiam, Anne
"
"SUNDAY, JUNE 21, 1942
","NIEDZIELA, 21 CZERWCA 1942
"
"Dearest Kitty,
","Najdroższa Kotku,
"
"Our entire class is quaking in its boots
","Cała nasza klasa trzęsie się w butach
"
"The reason, of course, is the upcoming meeting in which the teachers decide who'll be promoted to the next grade and who'll be kept back
","Powodem jest oczywiście zbliżające się spotkanie, na którym nauczyciele decydują, kto zostanie awansowany do następnej klasy, a kto zostanie zatrzymany
"
"Half the class is making bets
","Połowa klasy stawia zakłady
"
"and I laugh ourselves sick at the two boys behind us, C.N
","i śmieję się cholernie z dwóch chłopców za nami, CN
"
"and Jacques Kocernoot, who have staked their entire vacation savings on their bet
","i Jacques Kocernoot, którzy przeznaczyli na swój zakład całe oszczędności z wakacji
"
"From morning to night, it's
","Od rana do wieczora
"
"You're going to pass, No, I'm not
","Zdasz, nie, nie jestem
"
"Yes, you are
","Tak, jesteś
"
"No, I'm not
","Nie, nie jestem
"
"Even G.'s pleading glances and my angry outbursts can't calm them down
","Nawet błagalne spojrzenia G. i moje wybuchy złości nie mogą ich uspokoić
"
"If you ask me, there are so many dummies that about a quarter of the class should be kept back, but teachers are the most unpredictable creatures on earth
","Jeśli o mnie chodzi, jest tak wiele manekinów, że około jednej czwartej klasy powinno się zatrzymać, ale nauczyciele są najbardziej nieprzewidywalnymi stworzeniami na ziemi
"
"Maybe this time they'll be unpredictable in the right direction for a change
","Może tym razem dla odmiany będą nieprzewidywalne i idą w dobrym kierunku
"
"I'm not so worried about my girlfriends and myself
","Nie martwię się o siebie i moje dziewczyny
"
"We'll make it
","uda nam się
"
"The only subject I'm not sure about is math
","Jedyny temat, którego nie jestem pewien, to matematyka
"
"Anyway, all we can do is wait
","W każdym razie wszystko, co możemy zrobić, to czekać
"
"Until then, we keep telling each other not to lose heart
","Do tego czasu powtarzamy sobie nawzajem, żeby nie tracić ducha
"
"I get along pretty well with all my teachers
","Całkiem dobrze dogaduję się ze wszystkimi moimi nauczycielami
"
"There are nine of them, seven men and two women
","Jest ich dziewięciu, siedmiu mężczyzn i dwie kobiety
"
"Keesing, the old fogey who teaches math, was mad at me for the longest time because I talked so much
","Keesing, stary mag, który uczy matematyki, był na mnie zły przez najdłuższy czas, ponieważ tak dużo mówiłem
"
"After several warnings, he assigned me extra homework
","Po kilku ostrzeżeniach przydzielił mi dodatkową pracę domową
"
"An essay on the subject
","Esej na ten temat
"
"A Chatterbox
","Gaduła
"
"A chatterbox, what can you write about that? I'd worry about that later, I decided
","Gaduła, co możesz o tym napisać? Postanowiłem, że później będę się tym martwić
"
"I jotted down the assignment in my notebook, tucked it in my bag and tried to keep quiet
","Zanotowałem zadanie w zeszycie, włożyłem je do torby i starałem się milczeć
"
"That evening, after I'd finished the rest of my homework, the note about the essay caught my eye
","Tego wieczoru, kiedy skończyłam resztę pracy domowej, uwagę zwróciła notatka o eseju
"
"I began thinking about the subject while chewing the tip of my fountain pen
","Zacząłem myśleć o tym, żując czubek wiecznego pióra
"
"Anyone could ramble on and leave big spaces between the words, but the trick was to come up with convincing arguments to prove the necessity of talking
","Każdy mógł wędrować dalej i zostawiać duże odstępy między słowami, ale sztuka polegała na wymyśleniu przekonujących argumentów, aby udowodnić konieczność rozmowy
"
"I thought and thought, and suddenly I had an idea
","Myślałem i myślałem, i nagle przyszedł mi do głowy pomysł
"
"I wrote the three pages Mr
","Napisałem trzy strony Mr
"
"Keesing had assigned me and was satisfied
","Keesing przydzielił mi pomoc i był zadowolony
"
"I argued that talking is a female trait and that I would do my best to keep it under control, but that I would never be able to break myself of the habit, since my mother talked as much as I did, if not more, and that there's not much you can do about inherited traits
","Twierdziłam, że mówienie to cecha kobieca i że zrobię wszystko, co w mojej mocy, by ją kontrolować, ale nigdy nie będę w stanie zerwać z nałogiem, ponieważ moja mama mówi tyle samo, co ja, jeśli nie więcej, i że niewiele można zrobić z dziedziczonymi cechami
"
"Keesing had a good laugh at my arguments, but when I proceeded to
","Keesing nieźle się roześmiał z moich argumentów, ale kiedy przeszedłem
"
"talk my way through the next class, he assigned me a second essay
","omawiając kolejne zajęcia, przydzielił mi drugi esej
"
"This time it was supposed to be on
","Tym razem miał być włączony
"
"An Incorrigible Chatterbox
","Niepoprawny Gaduła
"
"I handed it in, and Mr
","Wręczyłem go, a pan
"
"Keesing had nothing to complain about for two whole classes
","Keesing nie miał na co narzekać przez całe dwie klasy
"
"However, during the third class he'd finally had enough
","Jednak podczas trzeciej lekcji w końcu miał dość
"
"Anne Frank, as punishment for talking in class, write an essay entitled 'Quack, Quack, Quack,' said Mistress Chatterback
","Anne Frank, jako kara za rozmowę w klasie, napisz esej zatytułowany `` Znachor, znachor, znachor '' - powiedziała Mistress Chatterback
"
"The class roared
","Klasa ryknęła
"
"I had to laugh too, though I'd nearly exhausted my ingenuity on the topic of chatterboxes
","Ja też musiałem się śmiać, chociaż prawie wyczerpałem swoją pomysłowość w temacie gadek
"
"It was time to come up with something else, j something original
","Czas wymyślić coś innego, j. Coś oryginalnego
"
"My friend Sanne, who's good at poetry, offered to help me write the essay from beginning to end in verse
","Moja przyjaciółka Sanne, która jest dobra w poezji, zaproponowała mi, że pomoże mi napisać esej od początku do końca wierszem
"
"I jumped for joy
","Skakałem z radości
"
"Keesing was trying to play a joke on me with this ridiculous subject, but I'd make sure the joke was on him
","Keesing próbował zrobić ze mnie żart na ten śmieszny temat, ale upewniłbym się, że żart był o nim
"
"I finished my poem, and it was beautiful
","Skończyłem swój wiersz i był piękny
"
"It was about a mother duck and a father swan with three baby ducklings who were bitten to death by the father because they quacked too much
","Chodziło o matkę kaczkę i łabędzia ojca z trzema małymi kaczuszkami, które ojciec ugryzł na śmierć, ponieważ kwakały za dużo
"
"Luckily, Keesing took the joke the right way
","Na szczęście Keesing podjął żart we właściwy sposób
"
"He read the poem to the class, adding his own comments, and to several other classes as well
","Przeczytał wiersz klasie, dodając własne komentarze, a także kilka innych zajęć
"
"Since then I've been allowed to talk and haven't been assigned any extra homework
","Od tego czasu mogę mówić i nie przydzielono mi żadnej dodatkowej pracy domowej
"
"On the contrary, Keesing's always making jokes these days
","Wręcz przeciwnie, Keesing w dzisiejszych czasach zawsze żartuje
"
"Yours, Anne
","Pozdrawiam, Anne
"
"WEDNESDAY, JUNE 24, 1942
","ŚRODA, 24 CZERWCA 1942
"
"Dearest Kitty,
","Najdroższa Kotku,
"
"It's sweltering
","Jest upalnie
"
"Everyone is huffing and puffing, and in this heat I have to walk everywhere
","Wszyscy sapią i sapią, aw tym upale muszę wszędzie chodzić
"
"Only now do I realize how pleasant a streetcar is, but we Jews are no longer allowed to make use of this luxury
","Dopiero teraz zdaję sobie sprawę, jak przyjemny jest tramwaj, ale my, Żydzi, nie możemy już korzystać z tego luksusu
"
"our own two feet are good enough for us
","nasze własne stopy są dla nas wystarczająco dobre
"
"Yesterday at lunchtime I had an appointment with the dentist on Jan Luykenstraat
","Wczoraj w porze obiadowej miałem wizytę u dentysty na Jan Luykenstraat
"
"It's a long way from our school on Stadstimmertuinen
","To bardzo daleko od naszej szkoły na Stadstimmertuinen
"
"That afternoon I nearly fell asleep at my desk
","Tego popołudnia prawie zasnąłem przy biurku
"
"Fortunately, people automatically offer you something to drink
","Na szczęście ludzie automatycznie proponują ci coś do picia
"
"The dental assistant is really kind
","Asystent dentystyczny jest naprawdę miły
"
"The only mode of transportation left to us is the ferry
","Jedynym środkiem transportu, jaki nam pozostał, jest prom
"
"The ferryman at Josef Israelkade took us across when we asked him to
","Przewoźnik z Josef Israelkade zabrał nas na drugą stronę, kiedy go o to poprosiliśmy
"
"It's not the fault of the Dutch that we Jews are having such a bad time
","To nie wina Holendrów, że my Żydzi tak źle się bawimy
"
"I wish I didn't have to go to school
","Żałuję, że nie muszę chodzić do szkoły
"
"My bike was stolen during Easter vacation, and Father gave Mother's bike to some Christian friends for safekeeping
","Mój rower został skradziony podczas świąt wielkanocnych, a ojciec dał rower mamy kilku chrześcijańskim przyjaciołom na przechowanie
"
"Thank goodness summer vacation is almost here
","Dzięki Bogu, wakacje już prawie tu są
"
"one more week and our torment will be over
","jeszcze tydzień i nasza męka się skończy
"
"Something unexpected happened yesterday morning
","Coś nieoczekiwanego wydarzyło się wczoraj rano
"
"As I was passing the bicycle racks, I heard my name being called
","Kiedy mijałem stojaki na rowery, usłyszałem moje imię
"
"I turned around and there was the nice boy I'd met the evening before at my
","Odwróciłem się i był tam miły chłopak, którego spotkałem poprzedniego wieczoru u mnie
"
"friend Wilma's
","przyjaciela Wilmy
"
"He's Wilma's second cousin
","Jest kuzynem Wilmy
"
"I used to think Wilma was nice, which she is, but all she ever talks about is boys, and that gets to be a bore
","Kiedyś myślałem, że Wilma jest miła, a ona jest, ale mówi tylko o chłopcach, a to może być nudne
"
"He came toward me, somewhat shyly, and introduced himself as Hello Silberberg
","Podszedł do mnie nieco nieśmiało i przedstawił się jako Hello Silberberg
"
"I was a little surprised and wasn't sure what he wanted, but it didn't take me long to find out
","Byłem trochę zaskoczony i nie byłem pewien, czego chce, ale nie zajęło mi dużo czasu, zanim się dowiedziałem
"
"He asked if I would allow him to accompany me to school
","Zapytał, czy pozwolę mu towarzyszyć mi w szkole
"
"As long as you're headed that way, I'll go with you
","Tak długo, jak będziesz tam podążał, pójdę z tobą
"
"I said
","powiedziałem
"
"And so we walked together
","I tak szliśmy razem
"
"Hello is sixteen and good at telling all kinds of funny stories
","Witam ma szesnaście lat i dobrze opowiada różne zabawne historie
"
"He was waiting for me again this morning, and I expect he will be from now on
","Znowu czekał na mnie dziś rano i spodziewam się, że będzie odtąd
"
"WEDNESDAY, JULY 1, 1942
","ŚRODA, 1 LIPCA 1942
"
"Dearest Kitty,
","Najdroższa Kotku,
"
"Until today I honestly couldn't find the time to write you
","Do dziś nie mogłem znaleźć czasu, żeby do Ciebie napisać
"
